"Published Date","Published Time","Saved Date","Edited Date",Timezone,Author,Outlet,Headline,"Coverage Snippet","Contextual Snippet","Insight Name",Insight,URL,"Image URLs",Attribution,"Media Type",Classification,Sentiment,Language,"Translated Language",AVE(USD),Impressions,"Domain Authority","Word Count",Duration,Continent,Country,Province/State,County,City
08/21/2025,"06:13:42 AM",,,UTC,,"Lietuvos naujienų agentūra (ELTA)","Darnu Group receives building permit for second part of Sakai development","Vilnius, August 20 (ELTA) – The Council of the Lithuanian Farmers and Greens party (LVŽS) will meet on Thursday and decide whether to join the new ruling coalition with the Social Democratic Party (LSDP) and the Nemunas Dawn. The three parties continued...",,,,"http://ct.moreover.com/?a=57503848302&p=1pe&v=1&x=1JR8VMzkLK6Bt05p9y1I_g","https://www.elta.lt/media/images/elta_fb_share_img.jpg",,ONLINE_NEWS,,NEUTRAL,English,,158.58,6343,44,186,,Europe,Lithuania,,,Vilnius
08/20/2025,"11:29:47 AM",,,UTC,,"BNS Spaudos centras","Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje....","...vietoje, kur galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą"", – sako „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.

Subalansuotas gyvenimas tarp gamtos ir miesto

Pirmojo „Miško vilų...",,,"https://sc.bns.lt/view/item/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui-512781","https://sc.bns.lt/docs/1/512781/original_Sakai_1.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,479,,Europe,Lithuania,,,
08/20/2025,"09:48:19 AM",,,UTC,,"Delfi Lietuva","„Darnu Group“ vystys antrąjį „Sakų“ kvartalo etapą – gautas statybos leidimas","Vilniuje kvartalą „Sakai“ vystanti bendrovė „Darnu Group “ gavo statybos leidimą antrajam projekto plėtros etapui. Kaip skelbia bendrovė, „Miško vilomis“ vadinamo projekto statybų etapo metu miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje...","...galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą“, – pranešime cituojamas „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.

Pasak bendrovės, kvartalas bus vystomas taip, kad gyventojai ši...",,,"https://www.delfi.lt/projektai/elta/darnu-group-vystys-antraji-saku-kvartalo-etapa-gautas-statybos-leidimas-120138743","https://images.delfi.lt/media-api-image-cropper/v1/c79bf2c1-2730-4a0c-bdd4-2670e252d66f.jpg?w=1200&h=800",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,35076.33,1403053,81,231,,Europe,Lithuania,,,Vilnius
08/20/2025,"09:14:15 AM",,,UTC,,Naujienugidas,"„Darnu Group“ gavo leidimą prie Neries toliau vystyti didžiulį daugiabučių kvartalą","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo...","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pi...",,,"https://www.naujienugidas.lt/darnu-group-gavo-leidima-prie-neries-toliau-vystyti-didziuli-daugiabuciu-kvartala-226070.html","https://madeinvilnius.lt/wp-content/uploads/2025/08/sakai-3-1024x768.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,66,,Europe,Lithuania,,,
08/20/2025,"08:20:39 AM",,,UTC,,"Lietuvos naujienų agentūra (ELTA)","„Darnu Group“ vystys antrąjį „Sakų“ kvartalo etapą – gautas statybos leidimas","(papildysime) Vilnius, rugpjūčio 20 d. (ELTA). Šalia Vilniaus oro uosto (VNO) teritorijos trečiadienio naktį pastebėjus droną, laikinai sustabdyti visų orlaivių skrydžiai, Eltai patvirtino Lietuvos oro uostai (LTOU). „Galime patvirtinti, kad šiandien...",,,,"http://ct.moreover.com/?a=57495831660&p=1lk&v=1&x=cqZ5U25x6i9UNuk7jAqL0A","https://www.elta.lt/media/images/elta_fb_share_img.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,158.58,6343,44,127,,Europe,Lithuania,,,Vilnius
08/20/2025,"08:18:14 AM",,,UTC,,"Lietuvos rytas","Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo...","Gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo ",,,"https://www.lrytas.lt/bustas/nekilnojamasis-turtas/2025/08/20/news/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui-39167272","https://media.lrytas.lt/images/2025/08/20/081607420-557c8b65-b4d3-4d42-a270-9d0eb74274bc.jpg,https://media.lrytas.lt/images/2025/08/20/081607473-875b52b1-4b52-449f-8100-4f5c05645ff3.jpg,https://media.lrytas.lt/images/2025/08/20/081607457-088537ff-f56e-4e48-b11e-5ca5e070f946.jpg,https://media.lrytas.lt/images/2025/08/20/081607441-5da2d3fd-557e-4ec7-bb5a-054f46589028.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,69,,Europe,Lithuania,,,Vilnius
08/20/2025,"08:00:23 AM",,,UTC,,Madeinvilnius,"„Darnu Group“ gavo leidimą prie Neries toliau vystyti didžiulį daugiabučių kvartalą","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „ Litexpo “ parodų rūmų esančioje teritorijoje....","...vietoje, kur galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą”, – sako „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.

Subalansuotas gyvenimas tarp gamtos ir miesto

Pirmojo „Miško vilų...",,,"https://madeinvilnius.lt/verslas/statybos-vilniuje/darnu-group-gavo-leidima-prie-neries-toliau-vystyti-didziuli-daugiabuciu-kvartala/","https://madeinvilnius.lt/wp-content/uploads/2025/08/sakai-3.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,455,,Europe,Lithuania,,,
08/20/2025,"07:55:12 AM",,,UTC,,"Lietuvos rytas","Darnu Group receives building permit for second part of Sakai development","In August, a building permit was issued for the second part of the Sakai neighbourhood, developed by Darnu Group in the capital. The part of the project known as Forest Villas will be developed in several phases in a forested area near the Litexpo...","In total, Darnu Group plans to build about 680 new apartments on this 8.3-hectare site, as well as commercial premises with an area of about 900 m2 and underground parking lots. Over 50% of the apartments in the first phase of the project have alread...",,,"http://ct.moreover.com/?a=57495683316&p=1lk&v=1&x=lW9G3Tg5YEcWgi5v9NtOUg","http://media.lrytas.lt/images/2025/08/20/074717853-ab1a6db3-5191-4295-b799-837be6e5fe76.jpg,https://media.lrytas.lt/images/2025/08/20/074717853-6b88606b-c9ff-4cf7-b64b-9ada429e89e9.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,557,,Europe,Lithuania,,,Vilnius
08/20/2025,"07:53:26 AM",,,UTC,,"Lietuvos rytas","Darnu Group receives building permit for second part of Sakai development","„Sakai has become one of the most sought-after projects in Vilnius this year. In the first quarter alone, the project's sales accounted for more than 60% of all high-end apartment sales, and some residents had been waiting for the project for several...","...nature while still enjoying city amenities and full leisure infrastructure,“ says Mykolas Čiplys, Head of Sales and Rental at Darnu Group.

Balanced life between nature and the city

The first phase of Forest Villas will feature low-rise, 3– to 4-sto...",,,"https://www.lrytas.lt/english/business-tribune/2025/08/20/news/darnu-group-receives-building-permit-for-second-part-of-sakai-development-39166755","https://media.lrytas.lt/images/2025/08/20/074717915-bc5ccbb3-7b94-4165-a3ca-865779436d72.jpg,https://media.lrytas.lt/images/2025/08/20/074717898-5962ebf2-9a35-4442-9370-8841db5b1046.jpg,https://media.lrytas.lt/images/2025/08/20/074717853-6b88606b-c9ff-4cf7-b64b-9ada429e89e9.jpg,https://media.lrytas.lt/images/2025/08/20/074717875-197d09a0-477e-4863-a61a-f2b439eb86d8.jpg",,ONLINE_NEWS,,POSITIVE,English,,18375.0,735000,70,517,,Europe,Lithuania,,,Vilnius
08/20/2025,"07:51:25 AM",,,UTC,,"Lietuvos rytas","Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo...","...vietoje, kur galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą“, – sako „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.Subalansuotas gyvenimas tarp gamtos ir miestoPirmojo „Miško vilų“ st...",,,"http://ct.moreover.com/?a=57495659566&p=1lk&v=1&x=8uXLBpCJs2CUJRO96Ca2dA","https://media.lrytas.lt/images/2025/08/20/074227893-b5060063-7545-428b-b846-9ec548ac2b40.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,447,,Europe,Lithuania,,,Vilnius
08/20/2025,"07:49:26 AM",,,UTC,,"Lietuvos rytas","Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","„Projektas „Sakai“ tapo vienu paklausiausių Vilniuje šiemet – per pirmąjį šių metų ketvirtį projekto pardavimai sudarė daugiau nei 60 proc. visų aukštos klasės butų pardavimų, o dalis gyventojų šio projekto laukė net kelerius metus iki jo starto. Tai...","...vietoje, kur galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą“, – sako „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.

Subalansuotas gyvenimas tarp gamtos ir miesto

Pirmojo „Miško vilų...",,,"https://www.lrytas.lt/bustas/nekilnojamasis-turtas/2025/08/20/news/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui-39166747/","https://media.lrytas.lt/images/2025/08/20/074227893-b5060063-7545-428b-b846-9ec548ac2b40.jpg,https://media.lrytas.lt/images/2025/08/20/074227874-2485f973-beb7-4adb-9590-acf2b8ad2c7e.jpg,https://media.lrytas.lt/images/2025/08/20/074227798-99e7e2a3-30b2-4bb4-9979-cd51ef248f3d.jpg,https://media.lrytas.lt/images/2025/08/20/074227856-9617fa8c-fb4e-45ae-ae17-bbc806698366.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,18375.0,735000,70,422,,Europe,Lithuania,,,Vilnius
08/19/2025,"02:12:12 PM",,,UTC,,Naujienugidas,"Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo...","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pi...",,,"https://www.naujienugidas.lt/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui-225781.html","https://versloidejos.lt/wp-content/uploads/2025/08/original_sakai_2_.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,67,,Europe,Lithuania,,,
08/19/2025,"01:51:08 PM",,,UTC,,"Mano Namai","Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo...","...vietoje, kur galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą”, – sako „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.

Subalansuotas gyvenimas tarp gamtos ir miesto

Pirmojo „Miško vilų...",,,"https://manonamai.lt/mano-miestas/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui","https://manonamai.lt/wp-content/uploads/2025/08/IMG_2720-1000x750.jpeg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,3156.0,126240,34,214,,Europe,Lithuania,,,Vilnius
08/19/2025,"01:36:51 PM",,,UTC,"Lukas Gudavičius","Verslo Idėjos - Verslo vikingai","Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje....","...statyti „Upės namai“ ant Neries kranto jau perkopė į antrąją statybų pusę. Iš viso 8,3 hektarų „Sakų“ projekto teritorijoje „Darnu Group“ planuoja pastatyti apie 680 naujų butų, įrengti apie 900 kv. m ploto komercinių patalpų, požemines automobilių s...",,,"https://versloidejos.lt/nekilnojamasis-turtas-nt-naujienos/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui/","data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201584%20396'%3E%3C/svg%3E,data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%202000%201500'%3E%3C/svg%3E,https://versloidejos.lt/wp-content/uploads/2025/08/original_Sakai_1.jpg",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,0.25,10,,508,,Europe,Lithuania,,,
08/19/2025,"10:17:01 AM",,,UTC,"Vilija Andrulevičiūtė",Man.lt,"Gautas statybų leidimas antrajam „Darnu Group“ vystomo „Sakų“ kvartalo etapui","Vakar gautas statybų leidimas antrai „Darnu Group“ sostinėje vystomo kvartalo „Sakai“ teritorijos daliai. „Miško vilomis“ vadinama projekto dalis bus plėtojama keliais etapais ir iškils miškingoje prie „Litexpo“ parodų rūmų esančioje teritorijoje. Pirmojo...","...vietoje, kur galima jausti ryšį su gamta, bet kartu turėti ir miesto patogumus, ir visą laisvalaikio infrastruktūrą”, – sako „Darnu Group“ pardavimų ir nuomos vadovas Mykolas Čiplys.

Subalansuotas gyvenimas tarp gamtos ir miesto

Pirmojo „Miško vilų...",,,"https://www.man.lt/gautas-statybu-leidimas-antrajam-darnu-group-vystomo-saku-kvartalo-etapui/","https://www.man.lt/wp-content/uploads/2025/08/original_sakai_3-800x600.jpg,https://www.man.lt/data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSI4NDAiIGhlaWdodD0iNjMwIiB2aWV3Qm94PSIwIDAgODQwIDYzMCI+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgc3R5bGU9ImZpbGw6I2NmZDRkYjtmaWxsLW9wYWNpdHk6IDAuMTsiLz48L3N2Zz4=",,ONLINE_NEWS,,"NOT AVAILABLE",Lithuanian,,,,,460,,Europe,Lithuania,,,
